clean_text,label
mình đi 1 nhóm bạn đầu mong chờ vì nghe nói phim giải đấy hàn đến xem xong đám nhìn nhau nói thôi xem biết mọi người ta chứ hụt hẫng nd phim quá phân cảnh khúc đầu rượt đuổi bán nhữg vé số dò thú vị tươi mới phân cảnh tả thực tệ nạn số đề nhưg cảm thấy nhàm chán mệt mỏi vì quá rượt đuổi kết hụt hẫn phim hát hết nhạc chạy cảm ơn đám ngồi người dị hết hả kết cuối phim truyền tải rõ thông điệp ngưòi xem nhận xét mạng nghĩ tình bạn phúc ròm khắc họa tốt trong phim lắm mình nhìn thấy ở giống 2 con người lợi dụng lẫn nhau nhau sinh tồn chứ giúp đỡ lẫn nhau phúc sẵn sàng bán đứng trở mặt ròm thế,0
chăng vì cắt quá mới rời rạc ad giang nói đúng cta bỏ tiền xem 1 tác phẩm quá rời rạc dẫu sao phim hay đối mình,2
phim cắt xem ức chế bh bỏ tiền xem phim Việt Nam,0
một bộ phim hay giống văn tả thực cuộc sống nghèo khổ nam cao người sống trong kiện tốt hơn biết đến cảnh giờ người sống dựa sổ số,3
mình ủng hộ quan điểm chê ròm vì mình ghét quảng cáo trăm tỷ bộ phim mình thấy xứng đáng tung hô,0
mình ai yêu sài gòn tha thiết xác suất người yêu thích ròm cao hơn thôi,3
tôi ấn tượng cảnh quay mang cảm xúc diễn biến phim nhanh thường phim Việt Nam lề mề bối cảnh phim khá thực tế chứ tô đẹp đẽ đến mức tưởng phê phim mô tả thế giới thứ 3 thấy ai đi làm đúng rõ ràng xã hội phim hiện sinh động nhộn nhịp nhất thiết giới thiệu người làm người kia nọ phim tập trung thế giới quan 1 đứa trẻ đường phố làm sao khắc họa tầng lớp trung hay thượng lưu xã hội chắc chắn ở hn hay sài gòn còn khu ổ chuột xóm liều,3
ông bảo hay vì nhà phê bình bảo thế chứ tôi thấy nó chả hợp khán giả đại chúng tí nào,0
phim chỉn chu nhất trong phim việt gần nói âm thanh hình ảnh độ chân thật cảnh hành động còn nội dung rời rạc thiếu mạch lạc đi lhp quốc tế mọi người ta chủ yếu đánh giá mặt thị giác chứ kịch bản ngôn ngữ khó hiểu phim đánh giá cao còn Việt Nam phim rời rạc lời thoại vớ vẩn ăn gạch còn hình ảnh nọ thường xem trọng nói chung mình ủng hộ phim ròm 1 đống phim mì ăn liền chuyển thể còn phác họa 1 hình ảnh Việt Nam thế nào ấy thực chả quan trọng hq mọi người ta phô bày hết mặt trái xã hội 1 cách cực đoan thậm chí vô lý chả sao,3
xem xong phim tôi mới thấy phí thời gian tiền bạc mình thế nào phim đáng 1 đồng,0
góc nhìn tốt khắc họa Việt Nam quốc tế 1 đám nghèo đói mưu sinh bằng số đề trộm cướp cơ hội đúng truyền thông quá mạnh thúc đẩy dư luận ủng hộ gây sức ép công chiếu bộ phim thế đi thi chui xem thường người kiểm duyệt trách nhiệm Việt Nam rạp kiếm tiền ầm ầm phim thế hơn ngoài 1 số cảnh quay đẹp phim xem thấy bẩn mắt,0
phim tay hội đồng kiểm duyệt cắt nát bét còn đâu còn hiện thực trong phim thực nó nó đẹp bạn muốn đâu dở vì nội dung cắt chứ vì nó thể hiện,1
tôi tức kết phim tôi ngồi hơn 1 tiếg tới kết tôi hoang mang,1
thực đi xem đọc báo thấy khen đoạt giải nọ nghĩ hay lắm xem xong cảm nhận hay lắm biết cắt mình chờ xem bản ful dù sao ủng hộ phim vì điểm hay hy vọng phim tốt hơn đơn giản nó xoay quanh 2 chữ hài nhảm ủng hộ,1
mình hy vọng ròm xem cảm thấy khá thất vọng phim phê phim làm tốt phần nhận xét lo p khen ngợi phim quá nhận xét chân thật thế tuyệt nhất thanks p,1
ai chê ai khen tôi tin phê phim câu ròm quá đơn giản đủ thuyết phục mình rạp,1
khỏi rạp mình quay luôn sang hỏi thằng bạn quan hệ giữa phúc ròm giống giang luôn,1
xem ròm lớn nhất đọng đối mình âm nhạc nói tôn thất an nghe phê,2
mua 2 vé mình mẹ mình xem tối mẹ chê banh xác khao bà tiền vé dắt bà đi còn chửi gớt nước mắt,0
phim ở mức kể thật còn ánh sáng ở cuối con đường cắt xem phân bố bố cục phim nói tệ vl người quên phim điện ảnh đôi cổ vũ cuộc sống đưa 1 lời động viên một chút ánh sáng người xem còn muốn thật đi làm phim tài liệu ấy,0
mình xem tối quan điểm phê phim phim đủ phê,1
nội dung phim thế giới chơi đề hình chính xác lắm vì người chuyên đề mình biết nói thế hay lẽ khoảng cách thời gian phim hiện quá lớn xem ủng hộ phim việt giờ chả phim xem,1
trải nghiệm phim vớ vẩn nhất trong lần trở rạp xem phim mùa dịch phí tiền phí thời gian phụ lòng mong đợi,0
chê phim chán tôi nói thật,1
lẽ chta xem xong bản đầy đủ phim mới đánh giá tương đối chuẩn dù sao 1 phim đoạt giải thưởng liên hoan phim nước ngoài thể 1 trải nghiệm tồi tệ peace,2
ấn tượng vì phim lột tả đúng hình ảnh ở khu ổ chuột ở sài gòn 10 năm,3
đúng phim lỗ hổng p chẳng hạn đoạn hỏi tên thằng phúc đoạn ở trong nghĩa địa 1 chuỗi trùng hợp phim câu ông khác tìm mộ vợ con rõ ràng sao ròm tìm 1 công nào khác bưng bê hay khuân vác đoạn ròm đổ xăng đốt chung cư ai lấy điện thoại quay chẳng làm hết bà ghi trộm tiền bà ấy còn đứa con ung thư thể bỏ xứ đi sao ròm tìm bà ấy đòi tiền cuối phim ròm kết nối phim đủ liên kết thằng nhóc đối đầu ròm trong làm hòa ròm nhập chung hội bán vé dò phúc phúc quan hệ giữa 2 đứa hợp lý phúc nhân vật biến mất còn đưa làm xem mình cuốn nhịp điệu nhanh bỏ mình thích hình ảnh phim nhất cảnh quay nghiêng nghiêng dừng ngắn kết đánh giá phim khá tốt chắc vì phim việt dở quá đâm dễ dãi,2
mình rạp 60 thấy đáng hay đầu phim hơi thấy câu truyện quanh quẩn lối thoát hơi nản,1
em 1 cơ số người thích ròm vì góc quay nghệ thuật nghiêng nghiêng phim,3
phê phim đánh giá đúng kịch bản phần thiếu tính xây dựng thực đáp ứng yêu cầu nhân quả đủ thuyết phục khán giả tiện thể 2 cảnh cắt quan trọng lắm nó ảnh hưởng đến mạch phim chiều sâu nhân vật đâu phim đạt điểm phê chính xác,1
mình nghĩ phim kinh khủng ký sinh trùng chứ,2
đúng phim góc quay đẹp còn xem xong đọng thực chán,1
mình thực thất vọng nghe nhận xét thực video bạn mình trải nghiệm hay bộ phim tuy nhiên lần bạn mình cảm giác bạn thực trải nghiệm xã hội ròm bạn hãy thử trải nghiệm cảm giác cầm đồ đi thiện 12 giờ đêm giao thừa ở cầu ông lãnh q 1 tp hcm đứa trẻ tôi cảm giác giống ròm người lớn tuổi thay phiên nhau nhận đồ họ trông giống ròm tôi còn thấy người chích xì ke ở một xã hội tôi thấy khác hẳn thường ngày họ cô độc đắm chìm ảo mộng đôi phát điên vì con số vì tiền vì cải bạn thể chê phim thực trải nghiệm cuộc sống thực bắt đầu 12 giờ đêm ở con phố người vô gia cư trẻ em thất học ăn mày,2
em 1 người xem phim đơn giản em thấy hay lắm nó khiến em nhớ lâu đâu,3
ròm ấn tượng ở khâu con người toàn top người trong ngành ở Việt Nam tạo phim rõ ràng phần vỏ thật đẳng cấp,3
phim cắt thô kịp hiểu xảy ở cảnh chuyển sang cảnh khác,0
méo mó thực việt nam người ta nghĩ chân thực đường phố thực chân thực đường phố trong mắt họ,1
quảng cáo lắm mong chờ 1 phim việt xuất sắc xem 1 2 năm ai còn nhớ tới ròm chả động tí,1
tóm tắt vài bình luận người yêu ròm 1 p trải mới thấy thôi phim chân thật lắm luôn trải mới hiểu phim đời sống nghèo khổ ở sài gòn sao hiểu 2 cắt thôi tụi kiểm duyệt nhà nước cắt hết xem bản ful mới hay bản ful 3 tiếng tụi kiểm duyệt cắt còn 79 phút ai hiểu đoạn buồn cuồi quá chịu nổi 3 bọn p ăn tiền nhà nước hay sao chê thậm tệ bộ phim chân thật vạch trần mặt xấu xã hội thế 4 khắc khe quá đừng mang tiêu chuẩn phim ảnh holywod phim nước mình phát triễn hay thương phim việt tí đi,3
thật xem xong hụt hẫng vô nói thật người nước ngoài lẽ thích dạng mô tả việt nam người việt nam ở Việt Nam thật méo mó quá,0
phim nó cắt hết nó mới dở dở ương ương đấy trách lũ ăn no bụng phệ mang danh kiểm duyệt thôi,1
xem chẳng đọng nói chung tốn tiền ai định đi xem ở nhà,0
bạn chê quá chứ mình thấy diễn tả chân thật sao ít nó nghệ thuật nhân vật lý động cơ đủ lớn làm ấy miếng cơm manh áo mới khiến người ta p dành giật nhau người tư duy thấp mới đánh đề người vô công nghê mong đổi đời nhanh 1 2 con số còn người đi làm họ đâu chơi ở khu xóm chơi họ ghét muốn chơi vì họ khổ quá xiết nợ đến bất lực tiền trả liều tóm lấy cơ hội nhỏ nhoi,2
đáng tiếc ròm thực bản ful cắt thực thấy Việt Nam bản cắt nó lỗi rời rạc quá ý thực đấy,0
đồng cảm phim lạm dụng góc máy nghiêng cảnh rượt đuổi quá đà xem xong phim mình đau mắt đứa bạn đi xem mình đau cổ tình tiết phim liền mạch lắm đoạn liên quan thể kiểm duyệt dễ hiểu đề cập đến số đề tinh ý nhận phim còn phản ánh thế lực đằng thuê giang hồ hỗ trợ giải tỏa khu dân cư cũ mình tôn trọng dũng cảm đoàn làm phim chọn đề tài quá táo bạo mình đặt vấn đề thôi đủ ôm đồm giải quyết bao nhiêu hay thể nói giải quyết làm thông điệp hay cảm xúc thể chạm tới khán giả,1
nói chung phim việt nam rạp gặp vấn đề chuyển cảnh cảm giác hụt hẫng xem lần 1 cảm nhận trailer góc quay đẹp lạ,0
ròm thể lấy hơn 1 vé đến người xem,1
phim đáng xem nhất việt nam,4
mình ấn tượng thông điệp cách quay phim thôi,3
hào hứng đi xem ròm xem xong cảm giác phim mượn bối cảnh ở Việt Nam chứ Việt Nam mình đâu thế sống 30 năm nay đi gần hết tỉnh thành ở Việt Nam ở đâu thấy kiểu ròm miêu tả ẩm thấp bẩn thỉu vô chính phủ,1
tôi ấn tượng ròm,1
phần hình ảnh quá xuất sắc lột tả hết méo mó tồi tàn trong xã hội ở thế giới ròm nó thật tới mức một người bình thường mình còn thể đồng cảm nó lẽ cứu cánh bộ phim cắt xén thế một cảnh mình thích ròm phúc bem nhau chân cầu phía dòng xe thế chạy ta thấy thật trần trụi dù xảy ở thế giới bạn nhịp sống xã hội nó thế tiếp diễn nhất người ở tầng lớp thấp cảnh ròm con số trúng đề ăn mừng cậu ngồi ở vị trí cao nhất toàn bộ vinh quang cậu mình tin còn một cảnh cắt thể hiện đối lập thể kể đến phúc ròm ngồi đầu xe kể giấc mơ ấp ủ 2 cậu phát hiện đuổi 2 người trở thực tàn nhẫn người ai chạy vì miếng ăn mộng mơ 2 cậu chia sẻ nung nấu tiếc chẳng bao giờ đạt phần lời thoại một lần thật thể mình quá yêu thích bộ phim phần mình đánh giá khá chủ quan lời thoại mình biết khá rõ tính cách nhân vật thế nào sao gợi mình phong thái ứng xử tự nhiên nhất người ở góc tối xã hộivề phần nội dung lẽ khó hiểu khó cảm thông mình dành phiên bản lược bớt thông điệp nhà sản xuất muốn truyền đạt nó trôi dạt điểm nhấn nào suốt một bộ phim khán giả thấy rõ ý nghĩa kết hợp phim ngắn một đoạn nhỏ ròm youtube mình mới thấy rõ mối quan hệ ròm phúc hiểu lý họ làm một bài học mình biết đúng hay ai sống vì bản thân mình thôi bà ghi vì lợi ích sống còn mình lấy tiền dành dụm hội ngộ gia đình ròm trốn đi mãi ròm vì tiền phóng hỏa một khu vực người đặt trọn niềm tim cậu dễ thấy nhất phúc kẻ thủ đoạn đoạt mục đích mình mình một bài học khá đắt giá mình ghi nhớ nó thật sâu cảm nhận mình xem bộ phim đánh giá cao mình nghĩ lỗi gây thất vọng khán giả thuộc ban kiểm duyện nhà làm phim ad mình chờ đợi bản chiếu ở lhp trải nghiệm rõ ràng bức tranh ròm,4
vì nghe phim khen đạt giải thường hồi tối mình đi xem thật thất vọng mình còn tự hỏi hiểu sao phim thể đạt giải thưởng luôn tới 1 tiếng mình ngáp ngắn ngáp dài mọi người xem mình bất tỉnh luôn trong còn tới 8 giờ thật rời rạc xem đến 1 giờ đồng hồ hiểu nội dung phim muốn truyền tải thế cảnh quanh làm mờ cảnh làm nổi bật diễn viên quá khiến mình hoa mắt mọi người xem mình lãnh 1 viên paradol phân cảnh cát phượng ròm ad nói mình thấy bà dụ thằng nhỏ thôi muốn nói chán chẳng biết nói luôn,0
hiểu sao đoạt giải cao nhất trong liên hoan phim luôn,1
em xem ròm tận 2 lần hiểu rõ hơn nội dung lẫn tính cách nhân vật trong phim 2 lần xem nói ròm quá nhanh lộn xộn lộn xộn hình ảnh đến âm thanh suy nghĩ nhân vật lộn xộn nốt em nghĩ bộ phim đáng xem vì cuộc đời đâu êm ả đâu ròm tả thực thực,3
mình cảm nhận phim ròm hay phần kết hững thôi thể b thể đồng cảm hiểu ròm muốn nói thông điệp,3
thích phong trào chuyên gia ai chê dở nội dung rời rạc,1
anh nói đúng anh ơi em xem em tình tiết chẳng hiểu thứ 2 kết thúc quá chi vội ăn tiền ý tưởng táo bạo góc quay thôi còn vứt,1
đối mình phim cực phê vì mình xem niềm tự hào một bộ phim việt thắng giải lớn một mong muốn ủng hộ phim việt một cách vô kiện trong kiện giống cách người dân hàn ủng hộ samsung cảm ơn phê phim nhận xét phim bằng đầu lạnh một người kiến thức phim hi vọng phim việt ngày phát triển,4
p nhận xét thể nói chính xác một nửa mình cảm nhận vì mình nửa thích nửa thích ròm thích ròm mình cảm giác khó chịu góc máy bối cảnh nội dung hình ảnh tất lột tả đáng sợ u mê con đề mọi thứ quá đen tối rời rạc hỗn độn khó giải thích khó nắm bắt vì thứ rời rạc khiến cảm xúc khán giả trở hỗn loạn khó tận hưởng một bộ phim rõ ràng cốt truyện chặc chẽ gượng ép còn vì sao mình thích vì nhìn dạng visual art ròm đẹp góc quay khó chịu nghệ thuật bối cảnh bức bách chân thực sống động nội dung rời rạc khá chính xác lột tả trần trụi nhơ nhuốc mình trải ghét phim thích phim trở thành một ranh giới mong manh mình thể hốt m hối hận xem phim hay m ngẫm xem phim mình chẳng biết thứ hỗn độn thứ đạo diễn muốn truyền đạt hay một bộ phim hời hợt hỗn độn cách người ta làm xong bạn tò mò bạn người thích xem thích ngẫm thích tự bản thân mình một câu riêng trong ròm ok đánh giá nó hay mình chắc,2
đúng phim chiếu ngoài rạp xem hay thật mình cảm nhận đạo diễn muốn kể đối tầng lớp xã hội thấp nhất Việt Nam lí wowy phản diện cuối phim cá nhân mình nghĩ khu dân cư mọi người dân trong phim ở nằm trong khu quy hoạch hay đại loại họ chịu dời đi vì 1 vài lí nào wowy 1 giang hồ trong phim thật chất làm lãnh đạo cấp người quyền khu quy hoạch wowy muốn mượn tay lũ nhỏ dụ dỗ mọi người trong khu dân cư chơi đề thiếu tiền đến nỗi bỏ xứ đi hoặc thể tự tử thực tế ít vụ chính quyền ép dân bla bla mượn đá giấu tay bthg,1
bạn thấy phim hay đọng kí ức gợi nhớ thứ mình chứng kiến đúng,3
thực xem phim mình cảm thấy cảnh chạy thực sựa quá mình chủ đề bộ phim nhỏ đến lớn ròm gồng mình chạy tồn sống sót bắt kịp người khác vì cậu ai hổ trợ bên cạnh còn tình bạn giữ phúc ròm thể hiện đoạn 2 đứa ngồi nóc xe ba gác nói phiểm phúc một đứa láu cá hiếu thắng nó sẳn sàng chơi xấu bạn mình còn ròm lần chơi xấu nói tử tể phúc vì cậu hiểu vị trị 2 đứa đứng trong xã hội một đứa một cách đối đầu còn wowy hỏi phúc vì sao tên phúc vì wowy biết phúc ba mẹ tự đặt mình tên phúc hợp lý ở,2
thực nó việt nam nó chẳng ăn nhập hợp lí tẹo nào wowy xúi ròm phóng hỏa 1 máy quay smatphone làm vho khán giả ồ quay kìa chờ mãi chả hiểu smastphone ghi làm bà cát phượng quan tâm thương ròm 1 cách chả liên quan dẫu sao còn đáy xh lối thoát nó đại diện 1 xh 1 tầng lớp bế tắc cụ thể chứ nó đẹp kết quả mỹ mãn trong điện ảnh hai phượng vânc đáng khen hơn đáng chê đặc biệt phần hình ảnh âm thanh,0
làm mình cảm thấy phim hay ở nó thật cuộc sống ngày thường góc khuất đánh đề đổi đời chủ thằng ghi đề ai cuốn đồng tiền con số nó kiếm mình phá nát gia đình nợ nần lối thoát lẽ nhà mình trải hoàn cảnh phim ám ảnh đến bây giờ,3
mới xem hnay đồng ý giang kịch bản phim dở tệ,1
làm ăn đủ tiền chơi số đề cụ huấn vẻ xấu hổ tôi nghĩ đạo diễn thêm cảnh giới nhà giàu trong phim tạo tương phản,2
mình xem đêm city tour giao lưu đạo diễn rời rạc mạch phim thực một thắc mắc người xem đủ tinh ý người hiểu nhúng người vô hoàn cảnh trong phim khó hiểu lắm mình thích ròm đen tối đặc quánh thế đừng mang một vài vươn hay đốm sáng đấy thấy nó giống cuộc sống thực tế bản thân đạo diễn chia sẻ muốn dùng bàn tay làm nghề mình uốn một kết thoã mãn khán giả hay mô thức suy nghĩ cộng đồng một ròm chắc chắn người thân phận trong phim một trích chút lòng thương xót người thấy vấn nạn tìm một con đường một giải pháp góc nhìn thú vị hơn sâu sắc hơn cá nhân mình ủng hộ ròm vì ủng hộ phim việt tử tế mới đầu tư rạp chứ he,3
đúng hay lắm,1
tối mình mới xem ròm vẻ phim cắt khá bộ phim hề xuất sắc mình nghĩ hơi thất vọng mình thích hình ảnh thật tế trong phim kẹt xe mưa lụt thậm chí trụ điện dán giấy hbc thật công nhận giang nhận xét đúng,1
thực xem phim gây ức chế mệt não hơi bế tắc thoát ý nghĩa chả biết phim mang đi tranh giải nào chứ chiếu người đánh giá,0
hồi đọc lý ròm cấm chiếu ban đầu nghĩ bên kiểm duyệt làm quá tưởng tượng xem phim xong mình thấy lý cơ sở nó đúng phần nào thật,3
xem xong cảm thấy bộ phim tự ý đi tham dự lễ trao giải ở hàn quốc giống đi bêu xấu nước mình xã hội trong phim loạn lạc ai dám tới việt nam du lịch,1
đặt tâm lí ban đầu ròm hay đạt giải thưởng cao nhất lhp busan lẻ số đông chúng ta thấy thiếu sót trong ròm anh giang đề cập chúng ta kì vọng quá ròm ròi chúng ta nở thẳng thắng hay ở ròm đối cá nhân tớ 1 phim ở mức trung bình,1
thích nhất 79 phút dường quá nhanh thể hiểu bộ phim,1
phim chiếu,1
mình xem hiểu thông điệp phim thấy tiêu cực quá,1
xem phim mình cảm nhận 1 bộ phim thật rời rạc đồng ý câu kể hay cách dựng phim chuyển cảnh làm nó rời phần riêng biệt dẫn dắt hay liên kết giữa cảnh phim nhau hoặc thể vì phần phim cắt phim liền mạch 2 câu thoại phim đôi cứng nhắc hay thể nói thiếu tự nhiên đúng phê phim nhận xét bản thân mình cảm thấy lời thoại vô nghĩa gây cười mang một hàm ý nào đôi hiểu nó nói làm vì liên quan đến bối cảnh 3 hàm ý ẩn chứa cảnh phim sâu thâm mình mong đợi tầng lớp nghĩa sâu sắc vì nhìn cảnh phim người ta đọc ý đồ đạo diễn lập tức đối mình một bộ phim hay đan cài ý nghĩa trong cảnh quay hay thậm chí biểu cảm lời nói nhân vật người xem suy nghĩ xem sao nhân vật hay cảnh phim hướng đoán ý đồ đạo diễn phim việt nam mình đi xem vì nó đúng kì vọng mình dù sao trân trọng công sức ê kíp mong xem bản ful cắt một ngày gần,0
mình đi xem mình nghĩ người thấy hay đa số hiphop spirit trong người mới thấy hay mình thấy hay vcl,3
mình xem phim ý bản thân mình thấy hay muốn nêu ý kiến bài viết chủ đề sợ người ủng hộ mạt sát tự nhục hay ủng hộ tác phẩm nhà thanks phê phim giang vì nhìn đa diện thẳng thắn,1
phim đặt ở một đất nước giả tưởng nào ok chứ đồng cảm nổi nó mang danh Việt Nam thời tắt đèn ngô tất tố đâu,1
đúng thiệt khúc đốt khu chung cư wowy mình chẳng biết lý sao,1
xem trong rạp xong mình tý chửi thề vì hiểu hết,1
một bộ phim đầy thất vọng,0
ý kiến cá nhân mình mình xem phim cảm nhận nội dung phim muốn nói phản ánh chân thực một xóm nghèo sài gòn phim muốn xoáy mạnh đề tài mới cấm chiếu kiểm duyệt gắt gao tất nhiên kiến thức điện ảnh mình p thể nào bằng cảm nhận mình phim ròm hay một vài đánh giá p nói mình thấy hoàn toàn hợp lý ví dụ mọi người ai làm nhân vật hời hợt phim nói đến một khía cạnh xoáy hợp lý nhân vật mình thấy diễn tả tốt nội tâm tất nhiên xem phim cảm nhận đánh giá mọi người khác nhau sao,3
đi xem thấy hiểu phim hay chỗ nào mình nghĩ nhờ vụ lùm xùm báo chí đưa tin suốt khán giả mới tò mò tối rạp nhờ doanh thu cao chứ chắc thất bại xem xong chẳng động chút còn dấu phim hay chỗ nào người người kéo đi zem,1
xem rùi phim cắt hay sao ấy xem hụt hẫng,0
rạp xem xong thấy tệ ơi tệ,0
thực xem xong ròm mình cảm thấy chả hiểu mình xem mọi thứ hời hợt tới một thứ thực thất vọng xem cảnh cuối phim cảnh phía gầm cầu mình nhớ bộ phim ngắn ròm phim mình xem mình thích bản phim hơn,0
mình thấy khá thích ròm tuy phim khá phân cảnh nhanh 1 vài tuyến nhân vật thực phát triển hết tiềm năng đánh giá khách quan 1 chút ròm truyền tải tốt thông điệp một số chi tiết nhỏ trong cảnh quay bộc lộ câu truyện nhân vật thấy phê phim hơi khắt khe quá,3
xem tới khúc ròm xe đò đi kiếm cha mẹ em nghĩ chắc tìm phũ phàng kiểu kết chìm bóng tối cuộc sống tăm tối bùm phin hết nhẹ hụt hẫng cảm xúc,1
đi xem 1 mọi người bạn kết tôi bật hết hả bạn tớ nói thôi 1 lát cắt cuộc sống tớ nghĩ bạn tớ nhận xét đúng ròm câu đơn giản 1 lát cắt cuộc sống nghĩ thấy đơn giản hơn vì lát cắt thể mọi người nước ngoài xem phim nghĩ Việt Nam đất nước nghèo khổ mọi người dần mê đỏ đen vô công nghề lẽ giang cơ hội tiếp xúc xã hội trong phim hiểu nói thấy quen thuộc tớ ở sài gòn đủ lâu tiếp xúc 1 thời gian con người tương tự phim số phận cuộc sống họ thật đấy lẽ trải nghiệm thêm giúp bạn dễ đồng cảm hơn quay vđ đúng thể vơ đũa nắm 75 phút phim sao đời 100 mất hết chất thơ làm phim mất thôi ngoài nhận xét khác bạn tớ đồng tình tớ đủ thoả mãn dù trọn vẹn bỏ tiền rạp xem ròm bộ phim mang tớ cảm xúc hơn kỳ vọng xem p s khiến tớ buồn nhất khí u ám rạp thậm chí soát vé người bán lác đác mọi người xem thưa thớt thật mong sớm gặp cảnh đông đúc nhộn nhịp vốn rạp chiếu phim,1
phim quá tệ,0
thật xem ròm thấy bối cảnh nặng nề nặng nề hơn phim sinh tồn luôn,1
nội dung phim mình thấy nó chán vãi tôi cảm tưởng bài học đắt giá bạn quá đam mê đề đóm chả khiến khán giả rút kinh nghiệm đâu xem nổi hứng máu đánh lô đề hơn ấy chứ cảnh mấy chú công an buồn cười vãi lồn chạy chạy tí xong chuyển cảnh chả làm sao tình trạng đứt mạch phim xảy xuyên suốt chứ kiểu lâu lâu mới xuất hiện tuyến nhân vật tưởng hay thằng ròm đến anh phản diện wowy đúng chả hề một chú ấn tượng sâu con mẹ nó sắc nào trong lòng khán giả vài nhân vật ngỡ nổi bật ở tuyến đạo diễn nói còn kết phim thật chúng ta thể hiểu hai hướng một ám đề đóm bao giờ lụi tàn nó thế trôi thời gian còn ám thứ hai đạo diễn biết viết kết nào hay ho nói phim hay chính mạnh dạn khai thác đề tài đề đóm hài nhảm phần âm thanh mình chấm tạm ổn kết mai cầm tiền đi đánh lô còn hấp dẫn hơn xem phim,1
phim hạch tốn công rạp,0
cảm giác hụt hẫng bỏ tiền rạp xem phim trông đợi xem xong thất vọng vô luôn,0
phim dùng hình ảnh kể hướng câu hình ảnh họ đạo diễn mong muốn câu ngắn gọn nhất mình nói một câu ròm nó quá đầy đủ xúc tích ròm,3
xem thật phần mở đầu giữa phim cuốn thật vài tình tiết lý giải thành phim khó hiểu lắm lời giải thích kết,2
sự phát triển nhân vật của ròm cũng khá yếu kém có một sự chuyển biến tâm lý rõ rệt nào cộng thêm cái kết của phim làm mình khá hụt hẫng dù rằng phim đi thủ pháp đầu đuôi tương ứng nếu với một tác phẩm cũng sử dụng thủ pháp này là chí phèo thì còn kém xa nếu chí phèo có diễn biến tâm lý phức tạp thì ròm gần hề có từ đầu đến cuối phim ròm vẫn thế thay đổi vẫn chỉ là một cậu bé mù quáng trong những con số dù đã bị ăn biết bao nhiêu cú lừa vẫn ngây thơ tin tưởng người khác để rồi lại ăn phải một cú lừa còn đau hơn để rồi đi đến một cái kết đột ngột hụt hẫng có hậu,0
phim tính giải trí nhất ai xem phim đặc vụ tom cruise hay 007 đánh giá bên đấy sống dễ đe dọa khủng bố đâu đâu khắc khe giải trí thấy hay oke,2
p còn hiểu mấy ẩn dụ chứ mình bước rạp hiểu phim luôn mấy năm mất niềm tin phim việt mình thử xem 1 lần xem thế nào kết quả mình tiếp tục thất vọng lẽ ủng hộ phim việt ít nhất vài năm tới,0
kệ ủng hộ phim phê phim dù sao kênh nhận xét phim thôi đúng sai ròm nổi bật vì chất việt nam phản ánh góc tối xã hội chính quyền luôn che dấu vụ mầm non quốc tế ấy kênh tin tức giải trí tưởng độc lập đưa tin đầy đủ chính trị tác động còn nói phim màu sắc u ám nặng nề châu hàn quốc đố thôi phim hay thắng giải lớn người hâm mộ,2
xem xong hụt hẫng dễ sợ luôn chắc thu tiền đứa tò mò mình người phim đạt giải thường hàn lâm mình nghĩ hàn lâm nội dung nó rõ ràng chút chứ cảm xúc phim kết thúc luôn,0
thực thấy nó cảnh quay đẹp thôi chứ nội dung đọng lắm cơ bản câu quá đơn giản ai biết,1
đúng đủ mình muốn nói xem phim phim tốt tới,1
mấy bộ hài tết bộ phim ròm em xem bao nhiêu lần thấy hay sánh khập khiễng quá em thấy bộ phim chỉn chu quá hay khắc hoạ chân thật quá đôi nó hơi thô thật xịn hồi nhỏ em sống gần chỗ bán vé dò kiểu tụi nhỏ chạy giặc y chang ít thấy hơn đóng góp phê phim giúp phần điện ảnh nước nhà điểm còn thiếu điểm đủ cảm ơn con người nghiêm túc mình đam mê,3
xem mình thấy mạch phim nhanh quá đến hết ngỡ ngàng hiểu kết cuộc đời ròm sao,1
phim lấy bôi cảnh tầm 10 20 năm thể còn lý 1 chút chứ tôi sống ở quận 4 ngót nghét 30 năm sinh đến giờ bao giờ gặp cảnh bán vé dò giành giật đánh nhau trong phim phim quá phóng đại tiêu cực bất công xã hội phân biệt giàu nghèo ở việt nam gây ấn tượng mạnh khán giả,1
phim điểm tốt mình nghĩ nói phim làm méo mó hình ảnh việt nam mình thấy hợp lí lắm mình sống ở sài gòn nhỏ đến lớn hình ảnh phim sài gòn làm mình thấy xúc động trong lòng vì mình thấy sao nó giống đến con đường ngõ hẻm y hệt bạn sài gòn hoa lệ mọi ngõ ngách nhà lầu xe hơi con số chiếm ít khu quận 1 quận 2 khách du lịch bạn mới thấy toà nhà chọc trời tráng lệ việt nam mình còn nghèo tuy phát triển hơn nghèo bạn chúng ta sống ở thành phố lớn mạng internet rạp chiếu phim hạng sang nghĩa mọi người xung quanh thế người nghèo chạy bữa cơm ngày ta bao giờ ý đến họ việt nam người tiền còn người tiền sao,1
tôi thích ở ròm chính chạy điểm dừng,3
thật đoạn trêu ghẹo chữ phúc em thấy hay vì chơi chữ joking vui ngoài tên m tôi biết m giả vờ quan tâm hỏi han m,3
xem đồng ý giang 1 kịch bản rời rạc đúng luôn nét đặc trưng đa phần phim việt mình muốn ủng hộ phim việt thực tế nói phim việt nam kịch bản xây dựng nhân vật quá yếu,0
phim chán phim làm mọi người khác đánh giá đúng làm,1
